source_root,folder_name,folder_path,file_count,sample_file,consultation_id,space_id,space_display_name,site_name,mapping_status,note,candidate_consultation_id,candidate_space_id,candidate_project_name,candidate_display_name,candidate_score
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,2학원_2025_동두천_기본테이블,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2025_동두천_기본테이블,5,KakaoTalk_20250716_123316020.jpg,46271c75-7bad-4df3-bfe2-30f0276b4ff0,AAAAomauYlE,완료 2408 동두천 0320 / 4차,완료 2408 동두천 0320 / 4차,matched,사용자 매핑,46271c75-7bad-4df3-bfe2-30f0276b4ff0,AAAAomauYlE,완료 2408 동두천 0320 / 4차,,manual
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,2학원_2406 더원 해운대학원 7123,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2406 더원 해운대학원 7123,3,KakaoTalk_20240624_152408522.jpg,56aca5ad-d8a9-40b6-870d-93cc7c8192a3,AAAAHEQm4hM,완료 2406 더원 해운대학원 7123,완료 2406 더원 해운대학원 7123,matched,auto_prefilled_from_candidate_score_88,56aca5ad-d8a9-40b6-870d-93cc7c8192a3,AAAAHEQm4hM,완료 2406 더원 해운대학원 7123,,88
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,2학원_2408 용인 학원 3157,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2408 용인 학원 3157,7,KakaoTalk_20240821_154430214.jpg,ee89e1ee-8a4e-4d84-9e42-a17ef583296b,AAAARG3YNuQ,완료 2408 용인 학원 3157,완료 2408 용인 학원 3157,matched,auto_prefilled_from_candidate_score_88,ee89e1ee-8a4e-4d84-9e42-a17ef583296b,AAAARG3YNuQ,완료 2408 용인 학원 3157,,88
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,2학원_2408 파주 학원 8147,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2408 파주 학원 8147,5,KakaoTalk_20240829_125158157.jpg,9769be41-adde-496c-8b95-25a1910dc54d,AAAANTeYk9I,완료 2408 파주 학원 8147,완료 2408 파주 학원 8147,matched,auto_prefilled_from_candidate_score_88,9769be41-adde-496c-8b95-25a1910dc54d,AAAANTeYk9I,완료 2408 파주 학원 8147,,88
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,2학원_2412 덕양구 화정동 관리형 8337_영상작업,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2412 덕양구 화정동 관리형 8337_영상작업,24,KakaoTalk_20241223_160101359.jpg,b1b49aef-284f-4626-a5bf-be98ea7ecc75,AAAArzDjXak,완료 2412 덕양구 화정동 관리형 8337,완료 2412 덕양구 화정동 관리형 8337,matched,auto_prefilled_from_candidate_score_100,b1b49aef-284f-4626-a5bf-be98ea7ecc75,AAAArzDjXak,완료 2412 덕양구 화정동 관리형 8337,,100
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,2학원_2412 동탄 김샘학원 3837,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2412 동탄 김샘학원 3837,5,KakaoTalk_20241227_152257856.jpg,334de34d-7508-4a80-9738-999a0c065f79,AAAABbDOQ0U,완료 2412 동탄 김샘학원 3837,완료 2412 동탄 김샘학원 3837,matched,auto_prefilled_from_candidate_score_88,334de34d-7508-4a80-9738-999a0c065f79,AAAABbDOQ0U,완료 2412 동탄 김샘학원 3837,,88
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,2학원_2412 충남태안 학원 0046,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2412 충남태안 학원 0046,3,KakaoTalk_20241226_182411595.jpg,f51765a5-bea4-4afb-908b-36f0881848ed,AAAAHyYAom8,완료 2412 충남태안 학원 0046,완료 2412 충남태안 학원 0046,matched,auto_prefilled_from_candidate_score_88,f51765a5-bea4-4afb-908b-36f0881848ed,AAAAHyYAom8,완료 2412 충남태안 학원 0046,,88
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,2학원_2503 수원 학원 베이직 9612(3차)_영상작업,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2503 수원 학원 베이직 9612(3차)_영상작업,4,KakaoTalk_20250320_144027277.jpg,5a4ec5d0-95cf-43ff-9c02-b42ef4f078e7,AAAAAfGaBz0,2312 완료 2503 수원 학원 베이직 9612 / 3차 9612,완료 2503 수원 학원 베이직 9612 / 3차,matched,auto_prefilled_from_candidate_score_110,5a4ec5d0-95cf-43ff-9c02-b42ef4f078e7,AAAAAfGaBz0,완료 2503 수원 학원 베이직 9612 / 3차,2312 완료 2503 수원 학원 베이직 9612 / 3차 9612,110
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,2학원_2504 동탄 학원 3013(3차) 스마트B14_영상작업,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2504 동탄 학원 3013(3차) 스마트B14_영상작업,6,KakaoTalk_20250408_110810154.jpg,00f55523-3fd2-4c05-8cd6-f5a68fa75b08,AAAAzFM-8GQ,진행 2504 동탄 학원 3013 / 3차,진행 2504 동탄 학원 3013 / 3차,matched,auto_prefilled_from_candidate_score_88,00f55523-3fd2-4c05-8cd6-f5a68fa75b08,AAAAzFM-8GQ,진행 2504 동탄 학원 3013 / 3차,,88
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,2학원_대치집현전,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_대치집현전,5,KakaoTalk_20250617_161623492.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,2힉원 2508화성 관리형수학학원,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2힉원 2508화성 관리형수학학원,23,KakaoTalk_20250821_214206020.jpg,abbfe8db-f1e4-47ac-8dd1-692dac2f44f5,AAQAw3uG3Kg,완료 2508 화성관리형학원 6102,완료 2508 화성관리형학원 6102,matched,사용자 매핑,abbfe8db-f1e4-47ac-8dd1-692dac2f44f5,AAQAw3uG3Kg,완료 2508 화성관리형학원 6102,,manual
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,9기타_분당정자동_독서실,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/9기타_분당정자동_독서실,4,KakaoTalk_20250602_154559473.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,9기타_송도_코테에프엔디,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/9기타_송도_코테에프엔디,22,KakaoTalk_20250611_173533689.jpg,af1953b7-311e-4e3f-9f91-628cd23b7e0a,AAAAfF9dCYU,완료 2504 코테에프엔디 3259,완료 2504 코테에프엔디 3259,matched,사용자 매핑,af1953b7-311e-4e3f-9f91-628cd23b7e0a,AAAAfF9dCYU,완료 2504 코테에프엔디 3259,,manual
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브,9아파트_고덕그라시움,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/9아파트_고덕그라시움,13,KakaoTalk_20251210_175522875.jpg,b7d3cb7c-91e8-4700-b9c2-abcc63c50127,AAQAAjdXKK0,2603 견적 2511 동운디앤씨 4528 4528,견적 2511 동운디앤씨 4528,matched,사용자 매핑,b7d3cb7c-91e8-4700-b9c2-abcc63c50127,AAQAAjdXKK0,견적 2511 동운디앤씨 4528,2603 견적 2511 동운디앤씨 4528 4528,manual
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,0온라인고객,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/0온라인고객,3,2309 클래식C 아카시아+블랙.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,1스터디_2110 피아노 아산 클래식 A 클래식 B,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/1스터디_2110 피아노 아산 클래식 A 클래식 B,13,20211019_165358.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,1스터디_2111 아움 죽전 클래식 A 커뮤니티 B,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/1스터디_2111 아움 죽전 클래식 A 커뮤니티 B,13,20211126_152809.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,2학원 송도 새로이 어셈블 A 심플B 클래식A,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/2학원 송도 새로이 어셈블 A 심플B 클래식A,8,KakaoTalk_20201111_104029249.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,2학원_203_제주학원 클래식A,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/2학원_203_제주학원 클래식A,4,KakaoTalk_20230320_114843330.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,2학원_2111 길동학원 어드밴스 B 어셈블 어드밴스 B,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/2학원_2111 길동학원 어드밴스 B 어셈블 어드밴스 B,11,KakaoTalk_20211130_225850464.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,2학원_2112 다원교육_심플B,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/2학원_2112 다원교육_심플B,13,20211221_154941.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,2학원_2112 동탄_학원책상 벽에 책전시용 선반,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/2학원_2112 동탄_학원책상 벽에 책전시용 선반,6,1641142003545.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,2학원_2112 채움 동탄_학원책상 클래식 A,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/2학원_2112 채움 동탄_학원책상 클래식 A,39,20211218_140146.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,2학원_2201 채움 동탄 학원책상 클래식 A,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/2학원_2201 채움 동탄 학원책상 클래식 A,14,1641141986040(1).jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,3대안학교_시흥 좋은교회 스마트D 클래식A 올데이A 큐브 커뮤니티 기본형 책장,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/3대안학교_시흥 좋은교회 스마트D 클래식A 올데이A 큐브 커뮤니티 기본형 책장,16,KakaoTalk_20230609_162646252.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,3학교_2108 성수고 커뮤니티 C 어셈블 A 스마트 A 어셈블 올데이 B,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/3학교_2108 성수고 커뮤니티 C 어셈블 A 스마트 A 어셈블 올데이 B,38,20210817_115857.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,3학교_2201 배명고 심플F 어셈블올데이,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/3학교_2201 배명고 심플F 어셈블올데이,60,20220124_162147.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,3학교_2201 OO여고 클래식B,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/3학교_2201 OO여고 클래식B,9,20220119_175159.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,4공유_2101 넥스엠 성남 심플E 바테이블,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/4공유_2101 넥스엠 성남 심플E 바테이블,25,20211014_143656.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,4공유_2105 배러웍스 퍼스트A 펠트,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/4공유_2105 배러웍스 퍼스트A 펠트,13,배러웍스포트폴리오/DSC03925-at-2022-09-13T09_49_45.372Z-pinned.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브,8인테리어_디자인애플(분당점)_클래식B(BAR),/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/8인테리어_디자인애플(분당점)_클래식B(BAR),8,KakaoTalk_20230314_134350502.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브,1스터디_2006 광주 에이밍 심플A 심플B,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브/1스터디_2006 광주 에이밍 심플A 심플B,3,광주 에이밍.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브,1스터디_2006 세종 아카데미 라운지 커뮤니티 B 커뮤니티 C,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브/1스터디_2006 세종 아카데미 라운지 커뮤니티 B 커뮤니티 C,10,20200605_121816.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브,1스터디_2009_르하임 칸막이 리뉴얼,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브/1스터디_2009_르하임 칸막이 리뉴얼,13,20200903_232923.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브,1스터디_2012 프레쉬_의정부 어셈블 B,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브/1스터디_2012 프레쉬_의정부 어셈블 B,21,20201221_224216.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브,1스터디_2105 인천 계양 스마트 C,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브/1스터디_2105 인천 계양 스마트 C,1,독서실형A.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브,1스터디_2107 충남 보령2 어드밴드 F 어드밴스 B 어셈블 A 프라이버시 D,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브/1스터디_2107 충남 보령2 어드밴드 F 어드밴스 B 어셈블 A 프라이버시 D,14,20210708_150331.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브,1스터디_2107 플레이스62_마석 프라이버시 G 스마트 D,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브/1스터디_2107 플레이스62_마석 프라이버시 G 스마트 D,86,2021-07-07-13-46-14-421.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브,3학교_2201 배명고 심플F 어셈블올데이,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브/3학교_2201 배명고 심플F 어셈블올데이,9,20220120_101829.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브,4공유_2111 제약 양재 커뮤니티B 매립콘센트,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브/4공유_2111 제약 양재 커뮤니티B 매립콘센트,2,KakaoTalk_20211130_225843686.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브,5와인_2106 공판장_김포,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브/5와인_2106 공판장_김포,22,20210610_105933.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 5/드라이브,1스터디_2107 플레이스62_마석 프라이버시 G 스마트 D,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 5/드라이브/1스터디_2107 플레이스62_마석 프라이버시 G 스마트 D,93,2021-07-07-13-44-44-718.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 5/드라이브,5와인_2106 공판장_김포,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 5/드라이브/5와인_2106 공판장_김포,21,김포 와인공판장/KakaoTalk_20210610_180913304.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 4274_구글드라이브 이미지/Takeout 2/드라이브,렌탈비즈니스,/Users/findgagu/Desktop/GCS_Data/Resource 4274_구글드라이브 이미지/Takeout 2/드라이브/렌탈비즈니스,2,렌탈가구.png,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 4274_구글드라이브 이미지/Takeout 2/드라이브,K1_대형오븐렉,/Users/findgagu/Desktop/GCS_Data/Resource 4274_구글드라이브 이미지/Takeout 2/드라이브/K1_대형오븐렉,13,대형상판최종/대형상판최종_1.jpg,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 4274_구글드라이브 이미지/Takeout 2/드라이브,O1_펠트파티션,/Users/findgagu/Desktop/GCS_Data/Resource 4274_구글드라이브 이미지/Takeout 2/드라이브/O1_펠트파티션,33,로하스 파티션/30T플랫파티션/로하스30T데스크스크린파티션H600.png,,,,,ignored,옛날 사진 상담카드 없음,,,,,
/Users/findgagu/Desktop/GCS_Data/Resource 4274_구글드라이브 이미지/Takeout 2/드라이브,S1_1인실강화,/Users/findgagu/Desktop/GCS_Data/Resource 4274_구글드라이브 이미지/Takeout 2/드라이브/S1_1인실강화,9,독서실책상 연관 키워드1.png,,,,,ignored,옛날 사진 상담카드 없음,,,,,
