resource,takeout,folder_name,file_count,sample_file,candidate_score,candidate_project_name,candidate_display_name,candidate_space_id,candidate_consultation_id,folder_path
3966,Takeout 2,1스터디_2405 철원 스터디카페,13,KakaoTalk_20240522_143809060.jpg,61,완료 2405 철원 스터디카페 0123,,AAAAmOKEUEI,6d22623b-878b-4394-9678-f2f6cca76f45,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2405 철원 스터디카페
3966,Takeout 2,1스터디_2412 미아 스터디카페,9,KakaoTalk_20241222_171414371.jpg,61,완료 2412 미아 스터디카페 3497,,AAAAkoHEn54,793981a1-cc6e-40ad-8ad0-db16db190649,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2412 미아 스터디카페
3966,Takeout 2,1스터디_2503 평촌 작심스터디_영상작업,5,KakaoTalk_20250321_043942072.jpg,61,완료 2503 공간디자인 1892 / 평촌 작심스터디,,AAAAAGWv528,4667a843-a56d-4de9-a91b-699e6d9bf04a,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2503 평촌 작심스터디_영상작업
3966,Takeout 2,2학원_2308 충남 당진 커뮤니티D,4,KakaoTalk_20230830_150056442.jpg,61,완료 2308 충남 당진 6906,,AAAAB9vj4tI,cf8238de-428b-41e4-ba40-282001faab83,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2308 충남 당진 커뮤니티D
3966,Takeout 2,2학원_2309 인천 써니영어학원(클래식+마감바),2,KakaoTalk_20230926_121243557.jpg,61,완료 2309 인천 써니영어학원,,AAAABS_Q5y0,bc4bbeb5-a060-4edf-b08b-d6f165ac8ef8,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2309 인천 써니영어학원(클래식+마감바)
3966,Takeout 2,2학원_2310 마포 나우에듀학원,3,KakaoTalk_20231016_122659761.jpg,61,완료 2310 마포 나우에듀학원,,AAAAZs6kCUE,c6d33966-b073-45da-b050-e88c7c32bfcc,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2310 마포 나우에듀학원
3966,Takeout 2,2학원_2405 대전 관리형 학원,12,KakaoTalk_20240529_130509384.jpg,61,완료 2405 대전 관리형 3115,,AAAAEpdvxxk,5c71e3aa-5e95-465f-b5ef-dd30b9a8bc45,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2405 대전 관리형 학원
3966,Takeout 2,2학원_2405 파주운정 학원,3,KakaoTalk_20240524_135230510.jpg,61,완료 2405 파주운정 학원 0310,,AAAAp5VmILo,5ede676f-3a74-4b2e-84df-1be744ededbc,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2405 파주운정 학원
3966,Takeout 2,2학원_2406 분당 영어학원 6337,5,KakaoTalk_20240628_114537051.jpg,61,견적 2504 분당 영어학원 6337 / 4차,,AAAAYHEJDB4,90f9c54d-e1bc-4086-a7ff-19ad702e42f2,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2406 분당 영어학원 6337
3966,Takeout 2,2학원_2407 경주 관리형 학원,12,KakaoTalk_20240705_125331880.jpg,61,견적 2407 부산 관리형 학원 1812,,AAAACXdL65M,fc085193-7dca-4c96-8387-a30e378b8439,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2407 경주 관리형 학원
3966,Takeout 2,2학원_2409 수원 학원 2730,6,KakaoTalk_20240903_135314966.jpg,61,캔슬 2409 수원 학원 3102 / 채널톡 컵케익 407,,AAAAc5xK4ZI,ce44eb97-ddad-4f2d-9c71-205abbd4df39,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2409 수원 학원 2730
3966,Takeout 2,2학원_2410 김해 학원 9574,10,KakaoTalk_20241008_204528988.jpg,61,완료 2408 김해 학원 9574,,AAAAAmBmnBo,4a39bab3-f7ee-4b34-90c6-32569ebf326f,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2410 김해 학원 9574
3966,Takeout 2,2학원_2410 동탄 학원 3013(2차),12,KakaoTalk_20241021_091905563.jpg,61,진행 2504 동탄 학원 3013 / 3차,,AAAAzFM-8GQ,00f55523-3fd2-4c05-8cd6-f5a68fa75b08,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2410 동탄 학원 3013(2차)
3966,Takeout 2,2학원_2410 분당 정자동 2499,3,KakaoTalk_20241015_141940957.jpg,61,완료 2504 분당 정자동 2499 / 3차,,AAAAvuqHGss,1c9257e3-77cd-458e-8a87-0a3f70c9e50c,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2410 분당 정자동 2499
3966,Takeout 2,2학원_2410 의정부 학원 0544,8,KakaoTalk_20241028_164015423.jpg,61,견적 2411 의정부 학원 0544 / N이창훈,,AAAAVF9FYPQ,0b628400-95ba-47f0-85b0-6656f48c2332,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2410 의정부 학원 0544
3966,Takeout 2,2학원_2411 경북경산 학원 9589(올데이A),1,KakaoTalk_20241126_123853603.jpg,61,완료 2410 경북경산 학원 9589 / 올데이A,,AAAAKeSt6-w,ccc7f9d0-7f61-4681-99fb-2bd75bee6a11,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2411 경북경산 학원 9589(올데이A)
3966,Takeout 2,2학원_2411 오산 공부방 0506,4,KakaoTalk_20241104_144115995.jpg,61,완료 2410 오산 공부방 0506 / 채널톡 쥬스 906,,AAAAARDwGMs,e7cfe402-2c1f-4bae-99c4-6f608c43bbd9,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2411 오산 공부방 0506
3966,Takeout 2,2학원_2411 인천송도 유레카학원,5,KakaoTalk_20241129_134157219.jpg,61,완료 2411 인천송도 유레카학원 5050,,AAAADgVvJFg,2a103c21-88ca-42e2-89e3-5cfc97af1a75,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2411 인천송도 유레카학원
3966,Takeout 2,2학원_2412 동탄 관리형 2차_영상작업,15,KakaoTalk_20241216_090751595.jpg,61,완료 2412 동탄 관리형학원 7413 / 2차,,AAAALd_-KyM,f97a4cc5-84fa-49a3-bbd0-036d5d08f2f4,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2412 동탄 관리형 2차_영상작업
3966,Takeout 2,"3학교_2401 한빈 인테리어(심석고 2차) (스마트B,커뮤니티D)",6,KakaoTalk_20240122_170638298.jpg,61,견적 2401 한빈 인테리어 / 다산고,,AAAAID6efGY,888e3d38-c73c-484f-b7cd-874c2d67f181,"/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/3학교_2401 한빈 인테리어(심석고 2차) (스마트B,커뮤니티D)"
3966,Takeout 2,9기타_2410 동탄 아파트 독서실(디자인팍스),8,KakaoTalk_20241021_091918043.jpg,61,완료 2410 동탄 아파트 도서관 / 디자인팍스,,AAAAgYgSU6Y,af4b6aff-0aba-4e12-93c4-02215d139a99,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/9기타_2410 동탄 아파트 독서실(디자인팍스)
3966,Takeout 2,9기타_2412 오송 동양파라곤,10,KakaoTalk_20241206_163735473.jpg,61,완료 2412 오송 동양파라곤 커뮤니티 센터,,AAAAjQSOHh8,164e7e6c-72b1-4144-9c32-80cfc56d679c,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/9기타_2412 오송 동양파라곤
3966,Takeout 2,9기타_2502 춘천 성수여고_영상작업,11,KakaoTalk_20250227_152352635.jpg,61,완료 2502 (주)TEO 커뮤니케이션 3435 / (3차) 춘천 성수여고,,AAAAL3KZlA0,855169d0-63ed-4551-b744-cd55feda9989,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/9기타_2502 춘천 성수여고_영상작업
3966,Takeout 2,9기타_2502 쿠팡 물류센터(2차),4,KakaoTalk_20250221_142742095.jpg,61,완료 2502 쿠팡 물류센터 베이직 / 2차,,AAAACIIEZuI,896f3b03-8240-48c8-9b7f-7b05a7120712,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/9기타_2502 쿠팡 물류센터(2차)
3966,Takeout 2,1스터디_2503 수원 스터디카페 0713_영상작업,2,KakaoTalk_20250317_140153788.jpg,59,완료 2503 수원 학원 베이직 9612 / 3차,2312 완료 2503 수원 학원 베이직 9612 / 3차 9612,AAAAAfGaBz0,5a4ec5d0-95cf-43ff-9c02-b42ef4f078e7,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2503 수원 스터디카페 0713_영상작업
3966,Takeout 2,2학원_2312 세종 학원 클래식A,2,KakaoTalk_20231227_170459436.jpg,59,완료 2503 수원 학원 베이직 9612 / 3차,2312 완료 2503 수원 학원 베이직 9612 / 3차 9612,AAAAAfGaBz0,5a4ec5d0-95cf-43ff-9c02-b42ef4f078e7,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2312 세종 학원 클래식A
3966,Takeout 2,2학원_2312 안양 에이엠 학원(현장 수원),1,KakaoTalk_20231218_162020876.jpg,59,완료 2503 수원 학원 베이직 9612 / 3차,2312 완료 2503 수원 학원 베이직 9612 / 3차 9612,AAAAAfGaBz0,5a4ec5d0-95cf-43ff-9c02-b42ef4f078e7,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2312 안양 에이엠 학원(현장 수원)
3966,Takeout 2,2학원_2312 의정부 학원 올데이,20,KakaoTalk_20231214_170653490.jpg,59,완료 2503 수원 학원 베이직 9612 / 3차,2312 완료 2503 수원 학원 베이직 9612 / 3차 9612,AAAAAfGaBz0,5a4ec5d0-95cf-43ff-9c02-b42ef4f078e7,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2312 의정부 학원 올데이
3966,Takeout 2,2학원_2506 인천송도_일프로팀수학학원,8,KakaoTalk_20250625_165904970.jpg,59,완료 2506 인천송도 9418 /채널톡 베리330,2603 완료 2506 인천송도 9418 /채널톡 베리330 9418,AAQA43-41K8,d609050d-8aaa-4459-9d23-0cea4ecee407,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/2학원_2506 인천송도_일프로팀수학학원
3966,Takeout 2,9기타_2507 광주소년원_심플,13,KakaoTalk_20250703_173523505.jpg,59,견적 2507 양천구 심플 8466,2603 견적 2507 양천구 심플 8466 8466,AAQATd5M8OI,c189628a-b67c-4a0f-8ace-0a88ef55f040,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/9기타_2507 광주소년원_심플
3966,Takeout 3,1스터디_2205 공간 세종 에이블 프라이버시 D,24,20220607_074826.jpg,49,완료 2205 세종 스터디,,AAAAIdcLU9I,76999c76-8949-4fbb-b0b7-670bd8bbe917,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/1스터디_2205 공간 세종 에이블 프라이버시 D
3966,Takeout 4,1스터디_2205 공간 세종 에이블 프라이버시 D,14,20220531_095714.jpg,49,완료 2205 세종 스터디,,AAAAIdcLU9I,76999c76-8949-4fbb-b0b7-670bd8bbe917,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브/1스터디_2205 공간 세종 에이블 프라이버시 D
3966,Takeout 3,1스터디_2207 부산 더원 클래식 B 어드밴스 B  스마트 E 프라이버시 B,9,KakaoTalk_20220819_152707148.jpg,49,AS - 완료 2207 더원 김해,,AAAA9gCRDL4,d4b2a451-d628-4ae7-9375-dcd0c23110ec,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/1스터디_2207 부산 더원 클래식 B 어드밴스 B  스마트 E 프라이버시 B
3966,Takeout 4,1스터디_2207 부산 더원 클래식 B 어드밴스 B  스마트 E 프라이버시 B,29,시공사진/20220713_115103.jpg,49,AS - 완료 2207 더원 김해,,AAAA9gCRDL4,d4b2a451-d628-4ae7-9375-dcd0c23110ec,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 4/드라이브/1스터디_2207 부산 더원 클래식 B 어드밴스 B  스마트 E 프라이버시 B
3966,Takeout 3,1스터디_2307 창원 일취월장,13,KakaoTalk_20230705_134217040.jpg,49,견적 2307 창원 관리형8856,,AAAA93HN1Jc,89affba3-41f9-45b4-9938-32584c80af1f,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/1스터디_2307 창원 일취월장
3966,Takeout 2,1스터디_2309 디딤 인천 커뮤니티C,3,KakaoTalk_20230904_123931102.jpg,49,완료 2309 인천 써니영어학원,,AAAABS_Q5y0,bc4bbeb5-a060-4edf-b08b-d6f165ac8ef8,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2309 디딤 인천 커뮤니티C
3966,Takeout 2,1스터디_2309 별내 스터디카페,25,KakaoTalk_20230914_161944909_02.jpg,49,견적 2309 중계동 스터디카페 0329,,AAAA-KMbcfI,f6b5165e-81b5-42ef-93e5-8fb45303496c,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2309 별내 스터디카페
3966,Takeout 3,1스터디_2309 별내 스터디카페,2,KakaoTalk_20230914_161944909.jpg,49,견적 2309 중계동 스터디카페 0329,,AAAA-KMbcfI,f6b5165e-81b5-42ef-93e5-8fb45303496c,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/1스터디_2309 별내 스터디카페
3966,Takeout 2,1스터디_2310 동두천 스터디카페,10,KakaoTalk_20231023_113320518.jpg,49,완료 2310 충주 상업고1 / 스터디카페 (중산고 소개),,AAAARFE8Bfg,88cf45d5-98fd-496f-97e6-7c7851ef3ef9,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2310 동두천 스터디카페
3966,Takeout 2,1스터디_2311 마포 스터디카페,14,KakaoTalk_20231127_085105164.jpg,49,컨택 2311 바오바오 스튜디오 / 송파 스터디카페,,AAAAAczBme0,edbae9df-d64f-41bf-8a44-2427618d236b,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2311 마포 스터디카페
3966,Takeout 2,1스터디_2312 부산 스터디카페 르하임(리뉴얼),9,KakaoTalk_20231227_173435152.jpg,49,캔슬 2312 부산 위즈영어학원,,AAAADvxBBv0,2785909c-4e44-4b3d-894c-d3778e953a1b,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2312 부산 스터디카페 르하임(리뉴얼)
3966,Takeout 2,1스터디_2312 부산 엘리트 스터디카페,26,KakaoTalk_20231211_091833301.jpg,49,캔슬 2312 부산 위즈영어학원,,AAAADvxBBv0,2785909c-4e44-4b3d-894c-d3778e953a1b,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2312 부산 엘리트 스터디카페
3966,Takeout 2,1스터디_2401 관악구 스터디카페 리뉴얼,5,KakaoTalk_20240113_093633889.jpg,49,캔슬 2401 천안 독서실 리뉴얼 (채널톡 nazzangi2),,AAAAFGdnBRM,d2db31d3-b83f-4b34-85f2-1d03e44e2e3c,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2401 관악구 스터디카페 리뉴얼
3966,Takeout 2,1스터디_2401 양평 스터디카페 리뉴얼,6,KakaoTalk_20240108_201434883.jpg,49,캔슬 2401 천안 독서실 리뉴얼 (채널톡 nazzangi2),,AAAAFGdnBRM,d2db31d3-b83f-4b34-85f2-1d03e44e2e3c,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2401 양평 스터디카페 리뉴얼
3966,Takeout 2,1스터디_2403 대전 스터디카페,6,KakaoTalk_20240321_124129237.jpg,49,완료 2403 한티 솔리드 스터디카페 2648,,AAAATZfa0yE,c5fc7e1b-24c9-4bef-a198-f009eb9c1961,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2403 대전 스터디카페
3966,Takeout 2,1스터디_2405 목포 스터디카페,8,KakaoTalk_20240509_134749864_01.jpg,49,견적 2405 야탑(분당) 스터디카페 (건물주),,AAAACeVO-PM,dd0c694b-e355-4aa3-8744-5381c50f11dc,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2405 목포 스터디카페
3966,Takeout 2,1스터디_2405 송파 관리형 스터디,6,KakaoTalk_20240530_145119649.jpg,49,완료 2405 대전 관리형 3115,,AAAAEpdvxxk,5c71e3aa-5e95-465f-b5ef-dd30b9a8bc45,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2405 송파 관리형 스터디
3966,Takeout 2,1스터디_2410 강일동 3497,6,KakaoTalk_20241004_110534993.jpg,49,완료 2409 강일동 3497,,AAAAbDw0boM,37437454-d442-44ce-991e-6ba54fc1fe30,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2410 강일동 3497
3966,Takeout 2,1스터디_2411 내공 둔촌동 스터디카페 4136,6,KakaoTalk_20241129_130044907.jpg,49,캔슬 2411 인천 스터디카페 리뉴얼 / 채널톡 mysellyme@naver.com,,AAAAMg_2Fqw,772baeec-91de-447d-a9bb-216737c32c5a,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2411 내공 둔촌동 스터디카페 4136
3966,Takeout 2,1스터디_2412 부산 스터디카페 8822,7,KakaoTalk_20241218_152944146.jpg,49,견적 2412 부산 3159 / 채널톡 나비763,,AAAAzWt6vbw,a7b3fc37-8ec5-4c37-b78a-2b11b016a300,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2412 부산 스터디카페 8822
3966,Takeout 2,1스터디_2412 아산 더숲 관리형 7133,13,KakaoTalk_20241224_161855989_01.jpg,49,견적 2412 경남 김해 관리형 9533,,AAAAp2cwBLw,c061a330-7181-4991-9454-5d9fc534bfed,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2412 아산 더숲 관리형 7133
3966,Takeout 2,1스터디_2503 아산 1357_영상작업,8,KakaoTalk_20250305_124802327.jpg,49,보류 2410 (주)디자인선우 9516  >> 아산 1357,,AAAAg0krVBY,a4533634-3226-43a3-afb2-6348dac3875d,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2503 아산 1357_영상작업
3966,Takeout 2,1스터디_2503 전남곡성 스터디카페 9308_영상작업,18,KakaoTalk_20250328_103151490.jpg,49,캔슬 2503 별내 천개의바람 영어캠퍼스 + 스터디카페 5414,,AAAAbMb5ErM,b28cc4eb-f596-4e79-96e2-b0ccbe0270b0,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2503 전남곡성 스터디카페 9308_영상작업
3966,Takeout 2,1스터디_2504 아산 더숲 관리형 스터디카페 7133(2차),18,KakaoTalk_20250424_140929501.jpg,49,견적 2504 대구 관리형 0801 / 채널톡,,AAQAcNLlZrc,34f4316a-59b6-489c-b2eb-188afbd54bbb,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 2/드라이브/1스터디_2504 아산 더숲 관리형 스터디카페 7133(2차)
3966,Takeout 3,2학원_2205 동탄 학원 커뮤니티 C 어셈블 A 어드밴스 E,17,20220530_164259.jpg,49,컨택 2205 보령 학원,,AAAAqxWAPa8,cc243d9a-14ae-4370-848c-63b1b9d8a2e0,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/2학원_2205 동탄 학원 커뮤니티 C 어셈블 A 어드밴스 E
3966,Takeout 3,2학원_2211 명일동 학원 올데이A,10,1.jpg,49,견적 2211 역삼동 학원,,AAAAT9YgYqU,fa8361ee-0eea-45a8-aa59-94568dddd684,/Users/findgagu/Desktop/GCS_Data/Resource 3966_구글드라이브 이미지/Takeout 3/드라이브/2학원_2211 명일동 학원 올데이A
